,state,positive,negative,totalTestResults,hospitalizedCumulative,recovered,death,hospitalized,total,date_new,state_full,Lat,Long
6192,NE,15752.0,106940.0,122692.0,967.0,8637.0,188.0,967.0,122692,2020-06-09,Nebraska,41.12537,-98.268082
6193,NH,5079.0,82044.0,101466.0,492.0,3392.0,286.0,492.0,87123,2020-06-09,New Hampshire,43.452492,-71.563896
6194,NJ,164796.0,824701.0,989497.0,18069.0,28036.0,14049.0,18069.0,989497,2020-06-09,New Jersey,40.298904,-74.521011
6195,NM,9062.0,229739.0,238801.0,1558.0,3380.0,400.0,1558.0,238801,2020-06-09,New Mexico,34.840515,-106.248482
6196,NV,10030.0,173559.0,183589.0,,557.0,472.0,,183589,2020-06-09,Nevada,38.313515,-117.055374
6197,NY,379482.0,2226387.0,2605869.0,89995.0,67808.0,24348.0,89995.0,2605869,2020-06-09,New York,42.165726,-74.948051
6198,OH,39162.0,451228.0,490390.0,6620.0,,2421.0,6620.0,490390,2020-06-09,Ohio,40.388783,-82.764915
6199,OK,7363.0,226678.0,234041.0,1061.0,6073.0,353.0,1061.0,234041,2020-06-09,Oklahoma,35.565342,-96.928917
6200,OR,4988.0,148629.0,153617.0,851.0,2313.0,169.0,851.0,153617,2020-06-09,Oregon,44.572021,-122.070938
6201,PA,77056.0,459248.0,536304.0,,53670.0,6014.0,,536304,2020-06-09,Pennsylvania,40.590752,-77.209755
6202,PR,5185.0,88685.0,93870.0,,,142.0,,93870,2020-06-09,Puerto Rico,18.22,-66.3
6203,RI,15751.0,110588.0,190419.0,1815.0,1398.0,808.0,1815.0,126339,2020-06-09,Rhode Island,41.680893,-71.51178
6204,SC,15228.0,232754.0,247982.0,1898.0,7928.0,568.0,1898.0,247982,2020-06-09,South Carolina,33.856892,-80.945007
6205,SD,5523.0,53636.0,59159.0,487.0,4483.0,68.0,487.0,59159,2020-06-09,South Dakota,44.299782,-99.438828
6206,TN,27575.0,493622.0,521197.0,1974.0,18013.0,435.0,1974.0,521197,2020-06-09,Tennessee,35.747845,-86.692345
6207,TX,77253.0,1070102.0,1147355.0,,51140.0,1853.0,,1147355,2020-06-09,Texas,31.054487,-97.563461
6208,UT,12559.0,234301.0,246860.0,931.0,7391.0,127.0,931.0,246860,2020-06-09,Utah,40.150032,-111.862434
6209,VA,51738.0,339118.0,440721.0,7846.0,6677.0,1496.0,7846.0,391239,2020-06-09,Virginia,37.769337,-78.169968
6210,VI,71.0,2137.0,2208.0,,63.0,6.0,,2212,2020-06-09,Virgin Islands,18.04,-64.84
6211,VT,1084.0,43144.0,44228.0,,901.0,55.0,,44228,2020-06-09,Vermont,44.045876,-72.710686
6212,WA,25999.0,426359.0,452358.0,3699.0,,1161.0,3699.0,452358,2020-06-09,Washington,47.400902,-121.490494
6213,WI,23734.0,347210.0,370944.0,2904.0,14583.0,661.0,2904.0,371118,2020-06-09,Wisconsin,44.268543,-89.616508
6214,WV,2169.0,112169.0,114338.0,,1477.0,84.0,,114338,2020-06-09,West Virginia,38.491226,-80.954453
6215,WY,970.0,29366.0,30336.0,91.0,789.0,17.0,91.0,30336,2020-06-09,Wyoming,42.755966,-107.30249
6216,AK,563.0,65349.0,65912.0,,384.0,10.0,,65912,2020-06-08,Alaska,61.370716,-152.404419
6217,AL,20925.0,239066.0,259232.0,2054.0,11395.0,718.0,2054.0,259991,2020-06-08,Alabama,32.806671,-86.79113
6218,AR,9740.0,150847.0,160273.0,844.0,6424.0,155.0,844.0,160587,2020-06-08,Arkansas,34.969704,-92.373123
6219,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-08,American Samoa,-14.2,-170.69
6220,AZ,27678.0,260403.0,288081.0,3911.0,5639.0,1047.0,3911.0,288081,2020-06-08,Arizona,33.729759,-111.431221
6221,CA,131319.0,2299871.0,2431190.0,,,4653.0,,2431190,2020-06-08,California,36.116203,-119.681564
6222,CO,28001.0,189483.0,252303.0,4485.0,4091.0,1274.0,4485.0,217484,2020-06-08,Colorado,39.059811,-105.311104
6223,CT,44092.0,269603.0,313695.0,9669.0,7284.0,4084.0,9669.0,313695,2020-06-08,Connecticut,41.597782,-72.755371
6224,DC,9389.0,46377.0,55766.0,,1143.0,491.0,,55766,2020-06-08,District of Columbia,38.897438,-77.026817
6225,DE,9972.0,59975.0,69947.0,,5791.0,490.0,,69947,2020-06-08,Delaware,39.318523,-75.507141
6226,FL,64904.0,1169646.0,1234550.0,11282.0,,2798.0,11282.0,1235574,2020-06-08,Florida,27.766279,-81.686783
6227,GA,52497.0,496878.0,544371.0,8746.0,,2208.0,8746.0,549375,2020-06-08,Georgia,33.040619,-83.643074
6228,GU,179.0,7550.0,7729.0,,163.0,5.0,,7729,2020-06-08,Guam,13.45,144.78
6229,HI,675.0,54472.0,55147.0,84.0,617.0,17.0,84.0,55147,2020-06-08,Hawaii,21.094318,-157.498337
6230,IA,21987.0,171635.0,193622.0,,13028.0,612.0,,193622,2020-06-08,Iowa,42.011539,-93.210526
6231,ID,3139.0,52902.0,55742.0,260.0,2461.0,83.0,260.0,56041,2020-06-08,Idaho,44.240459,-114.478828
6232,IL,129139.0,930458.0,1059597.0,,,6102.0,,1059597,2020-06-08,Illinois,40.349457,-88.986137
6233,IN,37623.0,271880.0,309503.0,6179.0,25608.0,2316.0,6179.0,309503,2020-06-08,Indiana,39.849426,-86.258278
6234,KS,10650.0,108859.0,119509.0,936.0,625.0,236.0,936.0,119509,2020-06-08,Kansas,38.5266,-96.726486
6235,KY,11476.0,241381.0,252593.0,2368.0,3359.0,472.0,2368.0,252857,2020-06-08,Kentucky,37.66814,-84.670067
6236,LA,43050.0,399552.0,442602.0,,33904.0,2944.0,,442602,2020-06-08,Louisiana,31.169546,-91.867805
6237,MA,103626.0,553643.0,837245.0,10425.0,84621.0,7353.0,10425.0,657269,2020-06-08,Massachusetts,42.230171,-71.530106
6238,MD,58404.0,313099.0,371503.0,9629.0,4240.0,2776.0,9629.0,371503,2020-06-08,Maryland,39.063946,-76.802101
6239,ME,2588.0,59057.0,61645.0,301.0,1891.0,99.0,301.0,61645,2020-06-08,Maine,44.693947,-69.381927
6240,MI,65104.0,674060.0,739164.0,,42041.0,5942.0,,739164,2020-06-08,Michigan,43.326618,-84.536095
6241,MN,29436.0,331476.0,360912.0,3401.0,23657.0,1208.0,3401.0,360912,2020-06-08,Minnesota,45.694454,-93.900192
6242,MO,14734.0,226727.0,241461.0,,,819.0,,241461,2020-06-08,Missouri,38.456085,-92.288368
6243,MP,28.0,7214.0,7242.0,,19.0,2.0,,7242,2020-06-08,Northern Mariana Islands,15.09,145.67
6244,MS,17768.0,190444.0,208212.0,2535.0,13356.0,837.0,2535.0,208212,2020-06-08,Mississippi,32.741646,-89.678696
6245,MT,548.0,51044.0,51592.0,69.0,475.0,18.0,69.0,51592,2020-06-08,Montana,46.921925,-110.454353
6246,NC,36484.0,483629.0,520113.0,,23653.0,1006.0,,520113,2020-06-08,North Carolina,35.630066,-79.806419
6247,ND,2878.0,77300.0,112648.0,184.0,2336.0,62.0,184.0,80178,2020-06-08,North Dakota,47.528912,-99.784012
6248,NE,15634.0,105773.0,121407.0,935.0,8455.0,188.0,935.0,121407,2020-06-08,Nebraska,41.12537,-98.268082
6249,NH,5043.0,80509.0,99518.0,489.0,3392.0,286.0,489.0,85552,2020-06-08,New Hampshire,43.452492,-71.563896
6250,NJ,164497.0,810592.0,975089.0,18050.0,27941.0,13956.0,18050.0,975089,2020-06-08,New Jersey,40.298904,-74.521011
6251,NM,8940.0,225435.0,234375.0,1533.0,3307.0,396.0,1533.0,234375,2020-06-08,New Mexico,34.840515,-106.248482
6252,NV,9786.0,170217.0,180003.0,,522.0,469.0,,180003,2020-06-08,Nevada,38.313515,-117.055374
6253,NY,378799.0,2177097.0,2555896.0,89995.0,67687.0,24299.0,89995.0,2555896,2020-06-08,New York,42.165726,-74.948051
6254,OH,38837.0,437981.0,476818.0,6550.0,,2404.0,6550.0,476818,2020-06-08,Ohio,40.388783,-82.764915
6255,OK,7205.0,214598.0,221803.0,1039.0,6014.0,348.0,1039.0,221803,2020-06-08,Oklahoma,35.565342,-96.928917
6256,OR,4922.0,144957.0,149879.0,843.0,2237.0,164.0,843.0,149879,2020-06-08,Oregon,44.572021,-122.070938
6257,PA,76563.0,451387.0,527950.0,,53670.0,5953.0,,527950,2020-06-08,Pennsylvania,40.590752,-77.209755
6258,PR,5046.0,88685.0,93731.0,,,142.0,,93731,2020-06-08,Puerto Rico,18.22,-66.3
6259,RI,15683.0,109424.0,188453.0,1807.0,1390.0,799.0,1807.0,125107,2020-06-08,Rhode Island,41.680893,-71.51178
6260,SC,14800.0,229861.0,244661.0,1814.0,7347.0,557.0,1814.0,244661,2020-06-08,South Carolina,33.856892,-80.945007
6261,SD,5471.0,52348.0,57819.0,482.0,4403.0,65.0,482.0,57819,2020-06-08,South Dakota,44.299782,-99.438828
6262,TN,26944.0,485819.0,512763.0,1948.0,17563.0,421.0,1948.0,512763,2020-06-08,Tennessee,35.747845,-86.692345
6263,TX,75616.0,1044700.0,1120316.0,,49758.0,1830.0,,1120316,2020-06-08,Texas,31.054487,-97.563461
6264,UT,12322.0,230577.0,242899.0,918.0,7255.0,124.0,918.0,242899,2020-06-08,Utah,40.150032,-111.862434
6265,VA,51251.0,332341.0,432667.0,7730.0,6557.0,1477.0,7730.0,383965,2020-06-08,Virginia,37.769337,-78.169968
6266,VI,71.0,2128.0,2199.0,,62.0,6.0,,2202,2020-06-08,Virgin Islands,18.04,-64.84
6267,VT,1075.0,41723.0,42798.0,,895.0,55.0,,42798,2020-06-08,Vermont,44.045876,-72.710686
6268,WA,25591.0,415016.0,440607.0,3669.0,,1159.0,3669.0,440607,2020-06-08,Washington,47.400902,-121.490494
6269,WI,23434.0,333253.0,356687.0,2860.0,14242.0,646.0,2860.0,356893,2020-06-08,Wisconsin,44.268543,-89.616508
6270,WV,2153.0,111452.0,113605.0,,1468.0,84.0,,113605,2020-06-08,West Virginia,38.491226,-80.954453
6271,WY,960.0,29014.0,29974.0,91.0,773.0,17.0,91.0,29974,2020-06-08,Wyoming,42.755966,-107.30249
6272,AK,544.0,64360.0,64904.0,,382.0,10.0,,64904,2020-06-07,Alaska,61.370716,-152.404419
6273,AL,20500.0,239066.0,259232.0,2022.0,11395.0,692.0,2022.0,259566,2020-06-07,Alabama,32.806671,-86.79113
6274,AR,9426.0,150847.0,160273.0,844.0,6424.0,154.0,844.0,160273,2020-06-07,Arkansas,34.969704,-92.373123
6275,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-07,American Samoa,-14.2,-170.69
6276,AZ,26889.0,254732.0,281621.0,3847.0,5517.0,1044.0,3847.0,281621,2020-06-07,Arizona,33.729759,-111.431221
6277,CA,128812.0,2233406.0,2362218.0,,,4626.0,,2362218,2020-06-07,California,36.116203,-119.681564
6278,CO,27848.0,185166.0,246937.0,4480.0,4074.0,1274.0,4480.0,213014,2020-06-07,Colorado,39.059811,-105.311104
6279,CT,43968.0,265055.0,309023.0,9669.0,7284.0,4071.0,9669.0,309023,2020-06-07,Connecticut,41.597782,-72.755371
6280,DC,9332.0,45215.0,54547.0,,1143.0,489.0,,54547,2020-06-07,District of Columbia,38.897438,-77.026817
6281,DE,9942.0,59055.0,68997.0,,5792.0,488.0,,68997,2020-06-07,Delaware,39.318523,-75.507141
6282,FL,63938.0,1152220.0,1216158.0,11215.0,,2786.0,11215.0,1217319,2020-06-07,Florida,27.766279,-81.686783
6283,GA,51898.0,487986.0,534861.0,8685.0,,2180.0,8685.0,539884,2020-06-07,Georgia,33.040619,-83.643074
6284,GU,179.0,7284.0,7463.0,,162.0,5.0,,7463,2020-06-07,Guam,13.45,144.78
6285,HI,673.0,53382.0,54055.0,83.0,616.0,17.0,83.0,54055,2020-06-07,Hawaii,21.094318,-157.498337
6286,IA,21667.0,166525.0,188192.0,,12805.0,604.0,,188192,2020-06-07,Iowa,42.011539,-93.210526
6287,ID,3139.0,52902.0,55742.0,260.0,2461.0,83.0,260.0,56041,2020-06-07,Idaho,44.240459,-114.478828
6288,IL,127757.0,915017.0,1042774.0,,,5904.0,,1042774,2020-06-07,Illinois,40.349457,-88.986137
6289,IN,37397.0,266866.0,304263.0,6136.0,25138.0,2303.0,6136.0,304263,2020-06-07,Indiana,39.849426,-86.258278
6290,KS,10393.0,103260.0,113653.0,917.0,612.0,232.0,917.0,113653,2020-06-07,Kansas,38.5266,-96.726486
6291,KY,11287.0,237775.0,248806.0,2361.0,3344.0,470.0,2361.0,249062,2020-06-07,Kentucky,37.66814,-84.670067
6292,LA,42816.0,391249.0,434065.0,,31728.0,2936.0,,434065,2020-06-07,Louisiana,31.169546,-91.867805
6293,MA,103436.0,549054.0,823299.0,10393.0,84621.0,7316.0,10393.0,652490,2020-06-07,Massachusetts,42.230171,-71.530106
6294,MD,57973.0,306830.0,364803.0,9546.0,4240.0,2749.0,9546.0,364803,2020-06-07,Maryland,39.063946,-76.802101
6295,ME,2570.0,56399.0,58969.0,298.0,1864.0,99.0,298.0,58969,2020-06-07,Maine,44.693947,-69.381927
6296,MI,64969.0,661256.0,726225.0,,42041.0,5927.0,,726225,2020-06-07,Michigan,43.326618,-84.536095
6297,MN,28988.0,324153.0,353141.0,3367.0,22992.0,1197.0,3367.0,353141,2020-06-07,Minnesota,45.694454,-93.900192
6298,MO,14553.0,222305.0,236858.0,,,809.0,,236858,2020-06-07,Missouri,38.456085,-92.288368
6299,MP,27.0,7214.0,7241.0,,19.0,2.0,,7241,2020-06-07,Northern Mariana Islands,15.09,145.67
6300,MS,17270.0,185979.0,203249.0,2522.0,11203.0,817.0,2522.0,203249,2020-06-07,Mississippi,32.741646,-89.678696
6301,MT,545.0,46833.0,47378.0,69.0,475.0,18.0,69.0,47378,2020-06-07,Montana,46.921925,-110.454353
6302,NC,35546.0,475680.0,511226.0,,18860.0,996.0,,511226,2020-06-07,North Carolina,35.630066,-79.806419
6303,ND,2859.0,77072.0,111261.0,183.0,2307.0,59.0,183.0,79931,2020-06-07,North Dakota,47.528912,-99.784012
6304,NE,15543.0,104226.0,119769.0,928.0,8255.0,188.0,928.0,119769,2020-06-07,Nebraska,41.12537,-98.268082
6305,NH,5019.0,78990.0,97175.0,487.0,3319.0,283.0,487.0,84009,2020-06-07,New Hampshire,43.452492,-71.563896
6306,NJ,164164.0,796261.0,960425.0,18050.0,27824.0,13917.0,18050.0,960425,2020-06-07,New Jersey,40.298904,-74.521011
6307,NM,8800.0,220347.0,229147.0,1489.0,3286.0,392.0,1489.0,229147,2020-06-07,New Mexico,34.840515,-106.248482
6308,NV,9649.0,166048.0,175697.0,,522.0,465.0,,175697,2020-06-07,Nevada,38.313515,-117.055374
6309,NY,378097.0,2119745.0,2497842.0,89995.0,67544.0,24259.0,89995.0,2497842,2020-06-07,New York,42.165726,-74.948051
6310,OH,38476.0,430548.0,469024.0,6497.0,,2377.0,6497.0,469024,2020-06-07,Ohio,40.388783,-82.764915
6311,OK,7150.0,214598.0,221748.0,1026.0,5981.0,348.0,1026.0,221748,2020-06-07,Oklahoma,35.565342,-96.928917
6312,OR,4808.0,143592.0,148400.0,819.0,2237.0,164.0,819.0,148400,2020-06-07,Oregon,44.572021,-122.070938
6313,PA,76212.0,444173.0,520385.0,,53670.0,5943.0,,520385,2020-06-07,Pennsylvania,40.590752,-77.209755
6314,PR,4985.0,88685.0,93670.0,,,142.0,,93670,2020-06-07,Puerto Rico,18.22,-66.3
6315,RI,15638.0,108540.0,186766.0,1775.0,1336.0,772.0,1775.0,124178,2020-06-07,Rhode Island,41.680893,-71.51178
6316,SC,14286.0,223573.0,237859.0,1814.0,7347.0,546.0,1814.0,237859,2020-06-07,South Carolina,33.856892,-80.945007
6317,SD,5438.0,51622.0,57060.0,478.0,4335.0,65.0,478.0,57060,2020-06-07,South Dakota,44.299782,-99.438828
6318,TN,26381.0,472387.0,498768.0,1932.0,17222.0,418.0,1932.0,498768,2020-06-07,Tennessee,35.747845,-86.692345
6319,TX,74978.0,1025468.0,1100446.0,,49758.0,1830.0,,1100446,2020-06-07,Texas,31.054487,-97.563461
6320,UT,12066.0,225885.0,237951.0,900.0,7108.0,121.0,900.0,237951,2020-06-07,Utah,40.150032,-111.862434
6321,VA,50681.0,329135.0,424012.0,7724.0,6538.0,1472.0,7724.0,380201,2020-06-07,Virginia,37.769337,-78.169968
6322,VI,71.0,2125.0,2196.0,,62.0,6.0,,2200,2020-06-07,Virgin Islands,18.04,-64.84
6323,VT,1063.0,40155.0,41218.0,,890.0,55.0,,41218,2020-06-07,Vermont,44.045876,-72.710686
6324,WA,25081.0,404966.0,430047.0,3652.0,,1153.0,3652.0,430047,2020-06-07,Washington,47.400902,-121.490494
6325,WI,23212.0,325867.0,349079.0,2848.0,14047.0,647.0,2848.0,349262,2020-06-07,Wisconsin,44.268543,-89.616508
6326,WV,2144.0,109663.0,111807.0,,1451.0,84.0,,111807,2020-06-07,West Virginia,38.491226,-80.954453
6327,WY,947.0,27804.0,28751.0,90.0,757.0,17.0,90.0,28751,2020-06-07,Wyoming,42.755966,-107.30249
6328,AK,536.0,63365.0,63901.0,48.0,382.0,10.0,48.0,63901,2020-06-06,Alaska,61.370716,-152.404419
6329,AL,20043.0,225601.0,245310.0,1993.0,11395.0,689.0,1993.0,245644,2020-06-06,Alabama,32.806671,-86.79113
6330,AR,9101.0,147656.0,156757.0,838.0,6266.0,154.0,838.0,156757,2020-06-06,Arkansas,34.969704,-92.373123
6331,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-06,American Samoa,-14.2,-170.69
6332,AZ,25451.0,246195.0,271646.0,3777.0,5399.0,1042.0,3777.0,271646,2020-06-06,Arizona,33.729759,-111.431221
6333,CA,126016.0,2182284.0,2308300.0,,,4559.0,,2308300,2020-06-06,California,36.116203,-119.681564
6334,CO,27615.0,180662.0,241247.0,4472.0,4055.0,1274.0,4472.0,208277,2020-06-06,Colorado,39.059811,-105.311104
6335,CT,43818.0,259611.0,303429.0,9669.0,7284.0,4055.0,9669.0,303429,2020-06-06,Connecticut,41.597782,-72.755371
6336,DC,9269.0,44409.0,53678.0,,1138.0,483.0,,53678,2020-06-06,District of Columbia,38.897438,-77.026817
6337,DE,9845.0,57790.0,67635.0,,5696.0,485.0,,67635,2020-06-06,Delaware,39.318523,-75.507141
6338,FL,62758.0,1111427.0,1174185.0,11163.0,,2773.0,11163.0,1175450,2020-06-06,Florida,27.766279,-81.686783
6339,GA,51309.0,471548.0,522857.0,8662.0,,2174.0,8662.0,522857,2020-06-06,Georgia,33.040619,-83.643074
6340,GU,179.0,7284.0,7463.0,,162.0,5.0,,7463,2020-06-06,Guam,13.45,144.78
6341,HI,664.0,52593.0,53257.0,83.0,614.0,17.0,83.0,53257,2020-06-06,Hawaii,21.094318,-157.498337
6342,IA,21478.0,163236.0,184714.0,,12715.0,598.0,,184714,2020-06-06,Iowa,42.011539,-93.210526
6343,ID,3111.0,52128.0,54949.0,257.0,2408.0,83.0,257.0,55239,2020-06-06,Idaho,44.240459,-114.478828
6344,IL,126890.0,895184.0,1022074.0,,,5864.0,,1022074,2020-06-06,Illinois,40.349457,-88.986137
6345,IN,36997.0,260533.0,297530.0,6091.0,24729.0,2292.0,6091.0,297530,2020-06-06,Indiana,39.849426,-86.258278
6346,KS,10393.0,103260.0,113653.0,917.0,612.0,232.0,917.0,113653,2020-06-06,Kansas,38.5266,-96.726486
6347,KY,11287.0,237775.0,248806.0,2361.0,3344.0,470.0,2361.0,249062,2020-06-06,Kentucky,37.66814,-84.670067
6348,LA,42486.0,385583.0,428069.0,,31728.0,2925.0,,428069,2020-06-06,Louisiana,31.169546,-91.867805
6349,MA,103132.0,541507.0,818324.0,10369.0,84621.0,7289.0,10369.0,644639,2020-06-06,Massachusetts,42.230171,-71.530106
6350,MD,57482.0,299894.0,357376.0,9451.0,4175.0,2740.0,9451.0,357376,2020-06-06,Maryland,39.063946,-76.802101
6351,ME,2524.0,56399.0,58923.0,296.0,1845.0,98.0,296.0,58923,2020-06-06,Maine,44.693947,-69.381927
6352,MI,64914.0,650942.0,715856.0,,42041.0,5916.0,,715856,2020-06-06,Michigan,43.326618,-84.536095
6353,MN,28853.0,314744.0,343597.0,3336.0,22253.0,1181.0,3336.0,343597,2020-06-06,Minnesota,45.694454,-93.900192
6354,MO,14442.0,215623.0,230065.0,,,809.0,,230065,2020-06-06,Missouri,38.456085,-92.288368
6355,MP,26.0,6669.0,6695.0,,16.0,2.0,,6695,2020-06-06,Northern Mariana Islands,15.09,145.67
6356,MS,16769.0,176354.0,193123.0,2475.0,11203.0,803.0,2475.0,193123,2020-06-06,Mississippi,32.741646,-89.678696
6357,MT,540.0,46214.0,46754.0,68.0,472.0,18.0,68.0,46754,2020-06-06,Montana,46.921925,-110.454353
6358,NC,34625.0,462725.0,497350.0,,18860.0,992.0,,497350,2020-06-06,North Carolina,35.630066,-79.806419
6359,ND,2815.0,76064.0,109014.0,182.0,2268.0,59.0,182.0,78879,2020-06-06,North Dakota,47.528912,-99.784012
6360,NE,15379.0,102168.0,117547.0,919.0,7957.0,186.0,919.0,117547,2020-06-06,Nebraska,41.12537,-98.268082
6361,NH,5019.0,78990.0,95044.0,487.0,3319.0,283.0,487.0,84009,2020-06-06,New Hampshire,43.452492,-71.563896
6362,NJ,163893.0,779123.0,943016.0,18023.0,27641.0,13846.0,18023.0,943016,2020-06-06,New Jersey,40.298904,-74.521011
6363,NM,8672.0,215968.0,224640.0,1489.0,3206.0,387.0,1489.0,224640,2020-06-06,New Mexico,34.840515,-106.248482
6364,NV,9460.0,162311.0,171771.0,,522.0,463.0,,171771,2020-06-06,Nevada,38.313515,-117.055374
6365,NY,377316.0,2060091.0,2437407.0,89995.0,67261.0,24212.0,89995.0,2437407,2020-06-06,New York,42.165726,-74.948051
6366,OH,38111.0,420415.0,458526.0,6460.0,,2370.0,6460.0,458526,2020-06-06,Ohio,40.388783,-82.764915
6367,OK,7003.0,214598.0,221601.0,1026.0,5867.0,345.0,1026.0,221601,2020-06-06,Oklahoma,35.565342,-96.928917
6368,OR,4662.0,141497.0,146159.0,819.0,2237.0,163.0,819.0,146159,2020-06-06,Oregon,44.572021,-122.070938
6369,PA,75706.0,435122.0,510828.0,,52560.0,5931.0,,510828,2020-06-06,Pennsylvania,40.590752,-77.209755
6370,PR,4915.0,88685.0,93600.0,,,142.0,,93600,2020-06-06,Puerto Rico,18.22,-66.3
6371,RI,15589.0,107782.0,183962.0,1775.0,1336.0,772.0,1775.0,123371,2020-06-06,Rhode Island,41.680893,-71.51178
6372,SC,13916.0,218828.0,232744.0,1814.0,7347.0,545.0,1814.0,232744,2020-06-06,South Carolina,33.856892,-80.945007
6373,SD,5367.0,50091.0,55458.0,474.0,4273.0,65.0,474.0,55458,2020-06-06,South Dakota,44.299782,-99.438828
6374,TN,26071.0,465350.0,491421.0,1923.0,17124.0,417.0,1923.0,491421,2020-06-06,Tennessee,35.747845,-86.692345
6375,TX,73553.0,1019724.0,1093277.0,,48895.0,1819.0,,1093277,2020-06-06,Texas,31.054487,-97.563461
6376,UT,11798.0,223351.0,235149.0,890.0,6939.0,121.0,890.0,235149,2020-06-06,Utah,40.150032,-111.862434
6377,VA,49397.0,321734.0,414775.0,7553.0,6382.0,1460.0,7553.0,371481,2020-06-06,Virginia,37.769337,-78.169968
6378,VI,71.0,2125.0,2196.0,,62.0,6.0,,2200,2020-06-06,Virgin Islands,18.04,-64.84
6379,VT,1046.0,39037.0,40083.0,,888.0,55.0,,40083,2020-06-06,Vermont,44.045876,-72.710686
6380,WA,24971.0,401951.0,426922.0,3639.0,,1149.0,3639.0,426922,2020-06-06,Washington,47.400902,-121.490494
6381,WI,22937.0,314802.0,337739.0,2832.0,13770.0,645.0,2832.0,337916,2020-06-06,Wisconsin,44.268543,-89.616508
6382,WV,2131.0,107592.0,109723.0,,1446.0,84.0,,109723,2020-06-06,West Virginia,38.491226,-80.954453
6383,WY,939.0,27569.0,28508.0,90.0,757.0,17.0,90.0,28508,2020-06-06,Wyoming,42.755966,-107.30249
6384,AK,524.0,60466.0,60990.0,,380.0,10.0,,60990,2020-06-05,Alaska,61.370716,-152.404419
6385,AL,19387.0,220086.0,239159.0,1949.0,11395.0,676.0,1949.0,239473,2020-06-05,Alabama,32.806671,-86.79113
6386,AR,8651.0,138960.0,150975.0,792.0,5919.0,152.0,792.0,147611,2020-06-05,Arkansas,34.969704,-92.373123
6387,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-05,American Samoa,-14.2,-170.69
6388,AZ,24332.0,239533.0,263865.0,3712.0,5298.0,1012.0,3712.0,263865,2020-06-05,Arizona,33.729759,-111.431221
6389,CA,122901.0,2115562.0,2238463.0,,,4485.0,,2238463,2020-06-05,California,36.116203,-119.681564
6390,CO,27360.0,176064.0,234666.0,4460.0,4034.0,1255.0,4460.0,203424,2020-06-05,Colorado,39.059811,-105.311104
6391,CT,43460.0,243927.0,287387.0,9669.0,7284.0,4038.0,9669.0,287387,2020-06-05,Connecticut,41.597782,-72.755371
6392,DC,9199.0,42662.0,51861.0,,1138.0,475.0,,51861,2020-06-05,District of Columbia,38.897438,-77.026817
6393,DE,9773.0,56956.0,66729.0,,5631.0,485.0,,66729,2020-06-05,Delaware,39.318523,-75.507141
6394,FL,61488.0,1073452.0,1134940.0,11066.0,,2745.0,11066.0,1136133,2020-06-05,Florida,27.766279,-81.686783
6395,GA,50621.0,457167.0,507788.0,8646.0,,2174.0,8646.0,507788,2020-06-05,Georgia,33.040619,-83.643074
6396,GU,179.0,7195.0,7374.0,,162.0,5.0,,7374,2020-06-05,Guam,13.45,144.78
6397,HI,655.0,51681.0,52336.0,83.0,611.0,17.0,83.0,52336,2020-06-05,Hawaii,21.094318,-157.498337
6398,IA,21152.0,159511.0,180663.0,,12585.0,592.0,,180663,2020-06-05,Iowa,42.011539,-93.210526
6399,ID,3054.0,50570.0,53333.0,255.0,2362.0,83.0,255.0,53624,2020-06-05,Idaho,44.240459,-114.478828
6400,IL,125915.0,875004.0,1000919.0,,,5795.0,,1000919,2020-06-05,Illinois,40.349457,-88.986137
6401,IN,36578.0,255060.0,291638.0,6053.0,24317.0,2258.0,6053.0,291638,2020-06-05,Indiana,39.849426,-86.258278
6402,KS,10393.0,103260.0,113653.0,917.0,612.0,232.0,917.0,113653,2020-06-05,Kansas,38.5266,-96.726486
6403,KY,10977.0,231440.0,242174.0,2345.0,3316.0,466.0,2345.0,242417,2020-06-05,Kentucky,37.66814,-84.670067
6404,LA,41989.0,378797.0,420786.0,,31728.0,2912.0,,420786,2020-06-05,Louisiana,31.169546,-91.867805
