,state,positive,negative,totalTestResults,hospitalizedCumulative,recovered,death,hospitalized,total,date_new,state_full,Lat,Long
5970,NJ,166605.0,911610.0,1078215.0,18707.0,28606.0,14344.0,18707.0,1078215,2020-06-13,New Jersey,40.298904,-74.521011
5971,NM,9526.0,245758.0,255284.0,1625.0,3983.0,426.0,1625.0,255284,2020-06-13,New Mexico,34.840515,-106.248482
5972,NV,10946.0,193934.0,204880.0,,627.0,478.0,,204880,2020-06-13,Nevada,38.313515,-117.055374
5973,NY,382630.0,2489610.0,2872240.0,89995.0,68584.0,24527.0,89995.0,2872240,2020-06-13,New York,42.165726,-74.948051
5974,OH,40848.0,498050.0,538898.0,6864.0,,2554.0,6864.0,538898,2020-06-13,Ohio,40.388783,-82.764915
5975,OK,8073.0,238366.0,246439.0,1111.0,6495.0,359.0,1111.0,246439,2020-06-13,Oklahoma,35.565342,-96.928917
5976,OR,5535.0,164944.0,170479.0,875.0,2396.0,174.0,875.0,170479,2020-06-13,Oregon,44.572021,-122.070938
5977,PA,78462.0,496589.0,575051.0,,58061.0,6211.0,,575051,2020-06-13,Pennsylvania,40.590752,-77.209755
5978,PR,5690.0,113280.0,118970.0,,,146.0,,118970,2020-06-13,Puerto Rico,18.22,-66.3
5979,RI,16072.0,116709.0,204980.0,1853.0,1435.0,833.0,1853.0,132781,2020-06-13,Rhode Island,41.680893,-71.51178
5980,SC,17955.0,223951.0,241906.0,1988.0,8682.0,599.0,1988.0,241906,2020-06-13,South Carolina,33.856892,-80.945007
5981,SD,5833.0,58680.0,64513.0,531.0,4828.0,75.0,531.0,64513,2020-06-13,South Dakota,44.299782,-99.438828
5982,TN,29541.0,571821.0,601362.0,2073.0,19731.0,472.0,2073.0,601362,2020-06-13,Tennessee,35.747845,-86.692345
5983,TX,86011.0,1174308.0,1260319.0,,56535.0,1957.0,,1260319,2020-06-13,Texas,31.054487,-97.563461
5984,UT,13981.0,248801.0,262782.0,1012.0,8114.0,139.0,1012.0,262782,2020-06-13,Utah,40.150032,-111.862434
5985,VA,53869.0,406124.0,484215.0,8090.0,7131.0,1541.0,8090.0,460276,2020-06-13,Virginia,37.769337,-78.169968
5986,VI,72.0,2284.0,2356.0,,64.0,6.0,,2363,2020-06-13,Virgin Islands,18.04,-64.84
5987,VT,1125.0,48808.0,49933.0,,908.0,55.0,,49933,2020-06-13,Vermont,44.045876,-72.710686
5988,WA,27348.0,465461.0,492809.0,3817.0,,1204.0,3817.0,492809,2020-06-13,Washington,47.400902,-121.490494
5989,WI,25089.0,388399.0,413488.0,3035.0,16231.0,691.0,3035.0,413655,2020-06-13,Wisconsin,44.268543,-89.616508
5990,WV,2259.0,125258.0,127517.0,,1568.0,88.0,,127517,2020-06-13,West Virginia,38.491226,-80.954453
5991,WY,1050.0,32005.0,33055.0,93.0,833.0,18.0,93.0,33055,2020-06-13,Wyoming,42.755966,-107.30249
5992,AK,625.0,70255.0,70880.0,,403.0,12.0,,70880,2020-06-12,Alaska,61.370716,-152.404419
5993,AL,23710.0,262675.0,286008.0,2202.0,13508.0,769.0,2202.0,286385,2020-06-12,Alabama,32.806671,-86.79113
5994,AR,11547.0,169575.0,182645.0,961.0,7607.0,176.0,961.0,181122,2020-06-12,Arkansas,34.969704,-92.373123
5995,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-12,American Samoa,-14.2,-170.69
5996,AZ,32918.0,289861.0,320816.0,4079.0,5980.0,1144.0,4079.0,322779,2020-06-12,Arizona,33.729759,-111.431221
5997,CA,141983.0,2520275.0,2662258.0,,,4943.0,,2662258,2020-06-12,California,36.116203,-119.681564
5998,CO,28647.0,205723.0,272930.0,5057.0,4169.0,1339.0,5057.0,234370,2020-06-12,Colorado,39.059811,-105.311104
5999,CT,44689.0,300443.0,345132.0,9912.0,7611.0,4159.0,9912.0,345132,2020-06-12,Connecticut,41.597782,-72.755371
6000,DC,9654.0,52299.0,61953.0,,1143.0,506.0,,61953,2020-06-12,District of Columbia,38.897438,-77.026817
6001,DE,10173.0,67521.0,77694.0,,6062.0,494.0,,77694,2020-06-12,Delaware,39.318523,-75.507141
6002,FL,70971.0,1264928.0,1335899.0,11986.0,,2967.0,11986.0,1337141,2020-06-12,Florida,27.766279,-81.686783
6003,GA,55783.0,536175.0,586426.0,9181.0,,2418.0,9181.0,591958,2020-06-12,Georgia,33.040619,-83.643074
6004,GU,184.0,8343.0,8527.0,,168.0,5.0,,8527,2020-06-12,Guam,13.45,144.78
6005,HI,692.0,57887.0,58579.0,86.0,623.0,17.0,86.0,58579,2020-06-12,Hawaii,21.094318,-157.498337
6006,IA,23337.0,191207.0,214544.0,,14227.0,643.0,,214544,2020-06-12,Iowa,42.011539,-93.210526
6007,ID,3302.0,58130.0,61114.0,265.0,2684.0,86.0,265.0,61432,2020-06-12,Idaho,44.240459,-114.478828
6008,IL,132059.0,1015903.0,1147962.0,,,6441.0,,1147962,2020-06-12,Illinois,40.349457,-88.986137
6009,IN,39146.0,296034.0,335180.0,6349.0,27811.0,2396.0,6349.0,335180,2020-06-12,Indiana,39.849426,-86.258278
6010,KS,11047.0,118105.0,129152.0,973.0,667.0,243.0,973.0,129152,2020-06-12,Kansas,38.5266,-96.726486
6011,KY,11945.0,269149.0,280786.0,2406.0,3379.0,493.0,2406.0,281094,2020-06-12,Kentucky,37.66814,-84.670067
6012,LA,44995.0,434539.0,479534.0,,33904.0,2996.0,,479534,2020-06-12,Louisiana,31.169546,-91.867805
6013,MA,105059.0,588300.0,891121.0,10726.0,88725.0,7538.0,10726.0,693359,2020-06-12,Massachusetts,42.230171,-71.530106
6014,MD,60613.0,339482.0,400095.0,9923.0,4474.0,2900.0,9923.0,400095,2020-06-12,Maryland,39.063946,-76.802101
6015,ME,2721.0,64166.0,66887.0,308.0,2105.0,100.0,308.0,66887,2020-06-12,Maine,44.693947,-69.381927
6016,MI,65672.0,720615.0,786287.0,,42041.0,5990.0,,786287,2020-06-12,Michigan,43.326618,-84.536095
6017,MN,30463.0,377589.0,408052.0,3557.0,25028.0,1305.0,3557.0,408052,2020-06-12,Minnesota,45.694454,-93.900192
6018,MO,15585.0,249550.0,265135.0,,,872.0,,265135,2020-06-12,Missouri,38.456085,-92.288368
6019,MP,30.0,7732.0,7762.0,,19.0,2.0,,7762,2020-06-12,Northern Mariana Islands,15.09,145.67
6020,MS,19091.0,195402.0,214493.0,2643.0,13356.0,881.0,2643.0,214493,2020-06-12,Mississippi,32.741646,-89.678696
6021,MT,573.0,56449.0,57022.0,77.0,489.0,18.0,77.0,57022,2020-06-12,Montana,46.921925,-110.454353
6022,NC,41249.0,554448.0,595697.0,,23653.0,1092.0,,595697,2020-06-12,North Carolina,35.630066,-79.806419
6023,ND,3014.0,81148.0,123650.0,197.0,2573.0,67.0,197.0,84162,2020-06-12,North Dakota,47.528912,-99.784012
6024,NE,16315.0,114458.0,130773.0,1029.0,9229.0,212.0,1029.0,130773,2020-06-12,Nebraska,41.12537,-98.268082
6025,NH,5209.0,86708.0,109502.0,504.0,3665.0,308.0,504.0,91917,2020-06-12,New Hampshire,43.452492,-71.563896
6026,NJ,166164.0,889232.0,1055396.0,18607.0,28509.0,14241.0,18607.0,1055396,2020-06-12,New Jersey,40.298904,-74.521011
6027,NM,9526.0,245758.0,255284.0,1625.0,3983.0,426.0,1625.0,255284,2020-06-12,New Mexico,34.840515,-106.248482
6028,NV,10676.0,188769.0,199445.0,,604.0,475.0,,199445,2020-06-12,Nevada,38.313515,-117.055374
6029,NY,381714.0,2419686.0,2801400.0,89995.0,68399.0,24495.0,89995.0,2801400,2020-06-12,New York,42.165726,-74.948051
6030,OH,40424.0,483294.0,523718.0,6814.0,,2508.0,6814.0,523718,2020-06-12,Ohio,40.388783,-82.764915
6031,OK,7848.0,238366.0,246214.0,1103.0,6391.0,359.0,1103.0,246214,2020-06-12,Oklahoma,35.565342,-96.928917
6032,OR,5377.0,160812.0,166189.0,875.0,2370.0,173.0,875.0,166189,2020-06-12,Oregon,44.572021,-122.070938
6033,PA,77999.0,488385.0,566384.0,,56939.0,6162.0,,566384,2020-06-12,Pennsylvania,40.590752,-77.209755
6034,PR,5536.0,113280.0,118816.0,,,146.0,,118816,2020-06-12,Puerto Rico,18.22,-66.3
6035,RI,16023.0,115483.0,200175.0,1853.0,1435.0,833.0,1853.0,131506,2020-06-12,Rhode Island,41.680893,-71.51178
6036,SC,17170.0,218889.0,236059.0,1988.0,8682.0,593.0,1988.0,236059,2020-06-12,South Carolina,33.856892,-80.945007
6037,SD,5742.0,57263.0,63005.0,525.0,4755.0,74.0,525.0,63005,2020-06-12,South Dakota,44.299782,-99.438828
6038,TN,29126.0,561047.0,590173.0,2049.0,19425.0,468.0,2049.0,590173,2020-06-12,Tennessee,35.747845,-86.692345
6039,TX,83680.0,1143277.0,1226957.0,,55258.0,1939.0,,1226957,2020-06-12,Texas,31.054487,-97.563461
6040,UT,13577.0,245209.0,258786.0,988.0,7935.0,139.0,988.0,258786,2020-06-12,Utah,40.150032,-111.862434
6041,VA,53211.0,397319.0,473654.0,8028.0,7002.0,1534.0,8028.0,450893,2020-06-12,Virginia,37.769337,-78.169968
6042,VI,72.0,2221.0,2293.0,,64.0,6.0,,2299,2020-06-12,Virgin Islands,18.04,-64.84
6043,VT,1119.0,47515.0,48634.0,,907.0,55.0,,48634,2020-06-12,Vermont,44.045876,-72.710686
6044,WA,27155.0,459231.0,486386.0,3772.0,,1194.0,3772.0,486386,2020-06-12,Washington,47.400902,-121.490494
6045,WI,24795.0,377362.0,402157.0,3003.0,15783.0,689.0,3003.0,402329,2020-06-12,Wisconsin,44.268543,-89.616508
6046,WV,2233.0,121806.0,124039.0,,1553.0,86.0,,124039,2020-06-12,West Virginia,38.491226,-80.954453
6047,WY,1027.0,30873.0,31900.0,92.0,814.0,18.0,92.0,31900,2020-06-12,Wyoming,42.755966,-107.30249
6048,AK,611.0,68400.0,69011.0,,397.0,11.0,,69011,2020-06-11,Alaska,61.370716,-152.404419
6049,AL,22845.0,255981.0,278455.0,2165.0,13508.0,755.0,2165.0,278826,2020-06-11,Alabama,32.806671,-86.79113
6050,AR,10816.0,165849.0,176217.0,925.0,7351.0,171.0,925.0,176665,2020-06-11,Arkansas,34.969704,-92.373123
6051,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-11,American Samoa,-14.2,-170.69
6052,AZ,31264.0,278318.0,309273.0,4041.0,5980.0,1127.0,4041.0,309582,2020-06-11,Arizona,33.729759,-111.431221
6053,CA,139281.0,2458366.0,2597647.0,,,4881.0,,2597647,2020-06-11,California,36.116203,-119.681564
6054,CO,28499.0,201846.0,267529.0,5035.0,4150.0,1328.0,5035.0,230345,2020-06-11,Colorado,39.059811,-105.311104
6055,CT,44461.0,286610.0,331071.0,9912.0,7611.0,4146.0,9912.0,331071,2020-06-11,Connecticut,41.597782,-72.755371
6056,DC,9589.0,49699.0,59288.0,,1143.0,502.0,,59288,2020-06-11,District of Columbia,38.897438,-77.026817
6057,DE,10106.0,63927.0,74033.0,,6001.0,494.0,,74033,2020-06-11,Delaware,39.318523,-75.507141
6058,FL,69069.0,1237679.0,1306748.0,11850.0,,2938.0,11850.0,1307990,2020-06-11,Florida,27.766279,-81.686783
6059,GA,54973.0,529268.0,578933.0,9073.0,,2375.0,9073.0,584241,2020-06-11,Georgia,33.040619,-83.643074
6060,GU,183.0,8197.0,8380.0,,168.0,5.0,,8380,2020-06-11,Guam,13.45,144.78
6061,HI,685.0,56610.0,57295.0,85.0,622.0,17.0,85.0,57295,2020-06-11,Hawaii,21.094318,-157.498337
6062,IA,22938.0,185601.0,208539.0,,13956.0,639.0,,208539,2020-06-11,Iowa,42.011539,-93.210526
6063,ID,3260.0,56855.0,59802.0,262.0,2628.0,85.0,262.0,60115,2020-06-11,Idaho,44.240459,-114.478828
6064,IL,131327.0,991724.0,1123051.0,,,6363.0,,1123051,2020-06-11,Illinois,40.349457,-88.986137
6065,IN,38748.0,288594.0,327342.0,6314.0,27321.0,2380.0,6314.0,327342,2020-06-11,Indiana,39.849426,-86.258278
6066,KS,10812.0,112930.0,123742.0,954.0,657.0,240.0,954.0,123742,2020-06-11,Kansas,38.5266,-96.726486
6067,KY,11945.0,269149.0,280786.0,2406.0,3379.0,493.0,2406.0,281094,2020-06-11,Kentucky,37.66814,-84.670067
6068,LA,44472.0,425201.0,469673.0,,33904.0,2987.0,,469673,2020-06-11,Louisiana,31.169546,-91.867805
6069,MA,104667.0,578421.0,878117.0,10654.0,88725.0,7492.0,10654.0,683088,2020-06-11,Massachusetts,42.230171,-71.530106
6070,MD,60197.0,332173.0,392370.0,9789.0,4365.0,2875.0,9789.0,392370,2020-06-11,Maryland,39.063946,-76.802101
6071,ME,2667.0,62790.0,65457.0,308.0,2062.0,100.0,308.0,65457,2020-06-11,Maine,44.693947,-69.381927
6072,MI,65449.0,705071.0,770520.0,,42041.0,5985.0,,770520,2020-06-11,Michigan,43.326618,-84.536095
6073,MN,30418.0,364816.0,395234.0,3522.0,24870.0,1280.0,3522.0,395234,2020-06-11,Minnesota,45.694454,-93.900192
6074,MO,15390.0,243650.0,259040.0,,,860.0,,259040,2020-06-11,Missouri,38.456085,-92.288368
6075,MP,30.0,7551.0,7581.0,,19.0,2.0,,7581,2020-06-11,Northern Mariana Islands,15.09,145.67
6076,MS,18483.0,195402.0,213885.0,2614.0,13356.0,868.0,2614.0,213885,2020-06-11,Mississippi,32.741646,-89.678696
6077,MT,563.0,55214.0,55777.0,74.0,487.0,18.0,74.0,55777,2020-06-11,Montana,46.921925,-110.454353
6078,NC,39481.0,533196.0,572677.0,,23653.0,1064.0,,572677,2020-06-11,North Carolina,35.630066,-79.806419
6079,ND,2978.0,79808.0,120318.0,193.0,2515.0,67.0,193.0,82786,2020-06-11,North Dakota,47.528912,-99.784012
6080,NE,16025.0,111637.0,127662.0,1000.0,8946.0,195.0,1000.0,127662,2020-06-11,Nebraska,41.12537,-98.268082
6081,NH,5178.0,84729.0,106470.0,500.0,3585.0,301.0,500.0,89907,2020-06-11,New Hampshire,43.452492,-71.563896
6082,NJ,165816.0,864977.0,1030793.0,18492.0,28376.0,14192.0,18492.0,1030793,2020-06-11,New Jersey,40.298904,-74.521011
6083,NM,9250.0,236307.0,245557.0,1583.0,3806.0,410.0,1583.0,245557,2020-06-11,New Mexico,34.840515,-106.248482
6084,NV,10399.0,182855.0,193254.0,,560.0,475.0,,193254,2020-06-11,Nevada,38.313515,-117.055374
6085,NY,380892.0,2348113.0,2729005.0,89995.0,68211.0,24442.0,89995.0,2729005,2020-06-11,New York,42.165726,-74.948051
6086,OH,40004.0,472579.0,512583.0,6753.0,,2490.0,6753.0,512583,2020-06-11,Ohio,40.388783,-82.764915
6087,OK,7626.0,233819.0,241445.0,1092.0,6263.0,357.0,1092.0,241445,2020-06-11,Oklahoma,35.565342,-96.928917
6088,OR,5237.0,156567.0,161804.0,864.0,2350.0,171.0,864.0,161804,2020-06-11,Oregon,44.572021,-122.070938
6089,PA,77933.0,476439.0,554372.0,,55665.0,6113.0,,554372,2020-06-11,Pennsylvania,40.590752,-77.209755
6090,PR,5352.0,88685.0,94037.0,,,144.0,,94037,2020-06-11,Puerto Rico,18.22,-66.3
6091,RI,15942.0,113390.0,196488.0,1842.0,1419.0,823.0,1842.0,129332,2020-06-11,Rhode Island,41.680893,-71.51178
6092,SC,16441.0,213616.0,230057.0,1898.0,7928.0,588.0,1898.0,230057,2020-06-11,South Carolina,33.856892,-80.945007
6093,SD,5665.0,56079.0,61744.0,514.0,4664.0,73.0,514.0,61744,2020-06-11,South Dakota,44.299782,-99.438828
6094,TN,28538.0,506756.0,535294.0,2011.0,18992.0,441.0,2011.0,535294,2020-06-11,Tennessee,35.747845,-86.692345
6095,TX,81583.0,1124737.0,1206320.0,,54096.0,1920.0,,1206320,2020-06-11,Texas,31.054487,-97.563461
6096,UT,13252.0,241416.0,254668.0,968.0,7745.0,131.0,968.0,254668,2020-06-11,Utah,40.150032,-111.862434
6097,VA,52647.0,354750.0,463688.0,7964.0,6895.0,1520.0,7964.0,407755,2020-06-11,Virginia,37.769337,-78.169968
6098,VI,72.0,2180.0,2252.0,,64.0,6.0,,2280,2020-06-11,Virgin Islands,18.04,-64.84
6099,VT,1110.0,46099.0,47209.0,,905.0,55.0,,47209,2020-06-11,Vermont,44.045876,-72.710686
6100,WA,26767.0,449982.0,476749.0,3773.0,,1190.0,3773.0,476749,2020-06-11,Washington,47.400902,-121.490494
6101,WI,24441.0,366054.0,390495.0,2976.0,15348.0,682.0,2976.0,390683,2020-06-11,Wisconsin,44.268543,-89.616508
6102,WV,2212.0,118908.0,121120.0,,1516.0,85.0,,121120,2020-06-11,West Virginia,38.491226,-80.954453
6103,WY,1009.0,30609.0,31618.0,92.0,814.0,18.0,92.0,31618,2020-06-11,Wyoming,42.755966,-107.30249
6104,AK,593.0,67127.0,67720.0,,392.0,11.0,,67720,2020-06-10,Alaska,61.370716,-152.404419
6105,AL,21989.0,251068.0,272694.0,2129.0,13508.0,744.0,2129.0,273057,2020-06-10,Alabama,32.806671,-86.79113
6106,AR,10368.0,165849.0,176217.0,901.0,7116.0,165.0,901.0,176217,2020-06-10,Arkansas,34.969704,-92.373123
6107,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-10,American Samoa,-14.2,-170.69
6108,AZ,29852.0,269835.0,299687.0,4000.0,5851.0,1095.0,4000.0,299687,2020-06-10,Arizona,33.729759,-111.431221
6109,CA,136191.0,2404607.0,2540798.0,,,4776.0,,2540798,2020-06-10,California,36.116203,-119.681564
6110,CO,28347.0,197747.0,262357.0,5025.0,4130.0,1312.0,5025.0,226094,2020-06-10,Colorado,39.059811,-105.311104
6111,CT,44347.0,278657.0,323004.0,9669.0,7284.0,4120.0,9669.0,323004,2020-06-10,Connecticut,41.597782,-72.755371
6112,DC,9537.0,48655.0,58192.0,,1143.0,499.0,,58192,2020-06-10,District of Columbia,38.897438,-77.026817
6113,DE,10056.0,61689.0,71745.0,,5939.0,493.0,,71745,2020-06-10,Delaware,39.318523,-75.507141
6114,FL,67371.0,1211652.0,1279023.0,11621.0,,2889.0,11621.0,1280157,2020-06-10,Florida,27.766279,-81.686783
6115,GA,53980.0,516975.0,565758.0,8974.0,,2329.0,8974.0,570955,2020-06-10,Georgia,33.040619,-83.643074
6116,GU,182.0,8100.0,8282.0,,164.0,5.0,,8282,2020-06-10,Guam,13.45,144.78
6117,HI,682.0,55491.0,56173.0,84.0,621.0,17.0,84.0,56173,2020-06-10,Hawaii,21.094318,-157.498337
6118,IA,22551.0,180278.0,202829.0,,13628.0,630.0,,202829,2020-06-10,Iowa,42.011539,-93.210526
6119,ID,3220.0,55832.0,58746.0,262.0,2554.0,85.0,262.0,59052,2020-06-10,Idaho,44.240459,-114.478828
6120,IL,130561.0,970165.0,1100726.0,,,6273.0,,1100726,2020-06-10,Illinois,40.349457,-88.986137
6121,IN,38337.0,281757.0,320094.0,6261.0,26791.0,2355.0,6261.0,320094,2020-06-10,Indiana,39.849426,-86.258278
6122,KS,10812.0,112930.0,123742.0,954.0,657.0,240.0,954.0,123742,2020-06-10,Kansas,38.5266,-96.726486
6123,KY,11883.0,262531.0,274107.0,2396.0,3375.0,484.0,2396.0,274414,2020-06-10,Kentucky,37.66814,-84.670067
6124,LA,44030.0,416090.0,460120.0,,33904.0,2968.0,,460120,2020-06-10,Louisiana,31.169546,-91.867805
6125,MA,104156.0,567934.0,865036.0,10582.0,84621.0,7454.0,10582.0,672090,2020-06-10,Massachusetts,42.230171,-71.530106
6126,MD,59465.0,325177.0,384642.0,9755.0,4310.0,2844.0,9755.0,384642,2020-06-10,Maryland,39.063946,-76.802101
6127,ME,2637.0,61303.0,63940.0,303.0,2023.0,100.0,303.0,63940,2020-06-10,Maine,44.693947,-69.381927
6128,MI,65182.0,690869.0,756051.0,,42041.0,5952.0,,756051,2020-06-10,Michigan,43.326618,-84.536095
6129,MN,30199.0,351634.0,381833.0,3482.0,24675.0,1267.0,3482.0,381833,2020-06-10,Minnesota,45.694454,-93.900192
6130,MO,15187.0,236442.0,251629.0,,,848.0,,251629,2020-06-10,Missouri,38.456085,-92.288368
6131,MP,30.0,7493.0,7523.0,,19.0,2.0,,7523,2020-06-10,Northern Mariana Islands,15.09,145.67
6132,MS,18483.0,195402.0,213885.0,2614.0,13356.0,868.0,2614.0,213885,2020-06-10,Mississippi,32.741646,-89.678696
6133,MT,561.0,54055.0,54616.0,74.0,487.0,18.0,74.0,54616,2020-06-10,Montana,46.921925,-110.454353
6134,NC,38171.0,515479.0,553650.0,,23653.0,1053.0,,553650,2020-06-10,North Carolina,35.630066,-79.806419
6135,ND,2940.0,78719.0,117015.0,193.0,2482.0,67.0,193.0,81659,2020-06-10,North Dakota,47.528912,-99.784012
6136,NE,15883.0,109279.0,125162.0,989.0,8820.0,191.0,989.0,125162,2020-06-10,Nebraska,41.12537,-98.268082
6137,NH,5132.0,83515.0,103235.0,496.0,3501.0,294.0,496.0,88647,2020-06-10,New Hampshire,43.452492,-71.563896
6138,NJ,165346.0,843588.0,1008934.0,18223.0,28207.0,14125.0,18223.0,1008934,2020-06-10,New Jersey,40.298904,-74.521011
6139,NM,9105.0,232552.0,241657.0,1583.0,3699.0,404.0,1583.0,241657,2020-06-10,New Mexico,34.840515,-106.248482
6140,NV,10164.0,177159.0,187323.0,,557.0,474.0,,187323,2020-06-10,Nevada,38.313515,-117.055374
6141,NY,380156.0,2288010.0,2668166.0,89995.0,68019.0,24404.0,89995.0,2668166,2020-06-10,New York,42.165726,-74.948051
6142,OH,39575.0,462309.0,501884.0,6693.0,,2457.0,6693.0,501884,2020-06-10,Ohio,40.388783,-82.764915
6143,OK,7480.0,229817.0,237297.0,1075.0,6166.0,355.0,1075.0,237297,2020-06-10,Oklahoma,35.565342,-96.928917
6144,OR,5060.0,151698.0,156758.0,857.0,2332.0,169.0,857.0,156758,2020-06-10,Oregon,44.572021,-122.070938
6145,PA,77466.0,466964.0,544430.0,,54560.0,6062.0,,544430,2020-06-10,Pennsylvania,40.590752,-77.209755
6146,PR,5329.0,88685.0,94014.0,,,143.0,,94014,2020-06-10,Puerto Rico,18.22,-66.3
6147,RI,15855.0,111952.0,193309.0,1828.0,1406.0,812.0,1828.0,127807,2020-06-10,Rhode Island,41.680893,-71.51178
6148,SC,15759.0,236773.0,252532.0,1898.0,7928.0,575.0,1898.0,252532,2020-06-10,South Carolina,33.856892,-80.945007
6149,SD,5604.0,55081.0,60685.0,503.0,4573.0,69.0,503.0,60685,2020-06-10,South Dakota,44.299782,-99.438828
6150,TN,28061.0,500766.0,528827.0,1990.0,18516.0,436.0,1990.0,528827,2020-06-10,Tennessee,35.747845,-86.692345
6151,TX,79757.0,1081330.0,1161087.0,,52449.0,1885.0,,1161087,2020-06-10,Texas,31.054487,-97.563461
6152,UT,12864.0,236896.0,249760.0,954.0,7587.0,128.0,954.0,249760,2020-06-10,Utah,40.150032,-111.862434
6153,VA,52177.0,346187.0,451588.0,7981.0,6826.0,1514.0,7981.0,398771,2020-06-10,Virginia,37.769337,-78.169968
6154,VI,72.0,2169.0,2241.0,,64.0,6.0,,2247,2020-06-10,Virgin Islands,18.04,-64.84
6155,VT,1095.0,44647.0,45742.0,,903.0,55.0,,45742,2020-06-10,Vermont,44.045876,-72.710686
6156,WA,26367.0,438412.0,464779.0,3747.0,,1176.0,3747.0,464779,2020-06-10,Washington,47.400902,-121.490494
6157,WI,24070.0,357112.0,381182.0,2943.0,14999.0,671.0,2943.0,381372,2020-06-10,Wisconsin,44.268543,-89.616508
6158,WV,2188.0,115802.0,117990.0,,1485.0,85.0,,117990,2020-06-10,West Virginia,38.491226,-80.954453
6159,WY,980.0,29872.0,30852.0,92.0,804.0,18.0,92.0,30852,2020-06-10,Wyoming,42.755966,-107.30249
6160,AK,573.0,66317.0,66890.0,,389.0,11.0,,66890,2020-06-09,Alaska,61.370716,-152.404419
6161,AL,21422.0,246317.0,267388.0,2087.0,11395.0,729.0,2087.0,267739,2020-06-09,Alabama,32.806671,-86.79113
6162,AR,10080.0,155701.0,170520.0,865.0,6875.0,161.0,865.0,165781,2020-06-09,Arkansas,34.969704,-92.373123
6163,AS,0.0,174.0,174.0,,,0.0,,174,2020-06-09,American Samoa,-14.2,-170.69
6164,AZ,28296.0,264917.0,293213.0,3959.0,5764.0,1070.0,3959.0,293213,2020-06-09,Arizona,33.729759,-111.431221
6165,CA,133489.0,2352756.0,2486245.0,,,4697.0,,2486245,2020-06-09,California,36.116203,-119.681564
6166,CO,28183.0,193704.0,257564.0,4859.0,4112.0,1292.0,4859.0,221887,2020-06-09,Colorado,39.059811,-105.311104
6167,CT,44179.0,273843.0,318022.0,9669.0,7284.0,4097.0,9669.0,318022,2020-06-09,Connecticut,41.597782,-72.755371
6168,DC,9474.0,47678.0,57152.0,,1143.0,495.0,,57152,2020-06-09,District of Columbia,38.897438,-77.026817
6169,DE,10020.0,60733.0,70753.0,,5888.0,492.0,,70753,2020-06-09,Delaware,39.318523,-75.507141
6170,FL,66000.0,1192305.0,1258305.0,11460.0,,2851.0,11460.0,1259405,2020-06-09,Florida,27.766279,-81.686783
6171,GA,53249.0,503934.0,551908.0,8872.0,,2285.0,8872.0,557183,2020-06-09,Georgia,33.040619,-83.643074
6172,GU,180.0,7796.0,7976.0,,163.0,5.0,,7976,2020-06-09,Guam,13.45,144.78
6173,HI,676.0,54798.0,55474.0,84.0,618.0,17.0,84.0,55474,2020-06-09,Hawaii,21.094318,-157.498337
6174,IA,22236.0,175487.0,197723.0,,13411.0,624.0,,197723,2020-06-09,Iowa,42.011539,-93.210526
6175,ID,3189.0,54488.0,57376.0,260.0,2509.0,83.0,260.0,57677,2020-06-09,Idaho,44.240459,-114.478828
6176,IL,129936.0,949970.0,1079906.0,,,6196.0,,1079906,2020-06-09,Illinois,40.349457,-88.986137
6177,IN,38033.0,277357.0,315390.0,6225.0,26205.0,2339.0,6225.0,315390,2020-06-09,Indiana,39.849426,-86.258278
6178,KS,10650.0,108859.0,119509.0,936.0,625.0,236.0,936.0,119509,2020-06-09,Kansas,38.5266,-96.726486
6179,KY,11708.0,248230.0,259649.0,2386.0,3365.0,477.0,2386.0,259938,2020-06-09,Kentucky,37.66814,-84.670067
6180,LA,43612.0,410056.0,453668.0,,33904.0,2957.0,,453668,2020-06-09,Louisiana,31.169546,-91.867805
6181,MA,103889.0,558103.0,851600.0,10507.0,84621.0,7408.0,10507.0,661992,2020-06-09,Massachusetts,42.230171,-71.530106
6182,MD,58904.0,319178.0,378082.0,9676.0,4279.0,2811.0,9676.0,378082,2020-06-09,Maryland,39.063946,-76.802101
6183,ME,2606.0,59814.0,62420.0,302.0,1992.0,100.0,302.0,62420,2020-06-09,Maine,44.693947,-69.381927
6184,MI,65167.0,690869.0,756036.0,,42041.0,5951.0,,756036,2020-06-09,Michigan,43.326618,-84.536095
6185,MN,29866.0,339927.0,369793.0,3441.0,24221.0,1228.0,3441.0,369793,2020-06-09,Minnesota,45.694454,-93.900192
6186,MO,14913.0,230782.0,245695.0,,,840.0,,245695,2020-06-09,Missouri,38.456085,-92.288368
6187,MP,30.0,7493.0,7523.0,,19.0,2.0,,7523,2020-06-09,Northern Mariana Islands,15.09,145.67
6188,MS,17768.0,190444.0,208212.0,2535.0,13356.0,837.0,2535.0,208212,2020-06-09,Mississippi,32.741646,-89.678696
6189,MT,554.0,52630.0,53184.0,72.0,485.0,18.0,72.0,53184,2020-06-09,Montana,46.921925,-110.454353
6190,NC,37160.0,498551.0,535711.0,,23653.0,1029.0,,535711,2020-06-09,North Carolina,35.630066,-79.806419
6191,ND,2900.0,77765.0,114250.0,189.0,2450.0,65.0,189.0,80665,2020-06-09,North Dakota,47.528912,-99.784012
